lat,lon,dep,log_dep,log_dep_norm,PINN_log_dep,Kriging_log_dep
-69.26701570680629,-62.5,0.0167139712721109,-1.7769203486313565,-1.0002616943975815,-2.1815703,-0.5280007760759893
-69.26701570680629,-61.25,0.0191042590886354,-1.7188698006846392,-0.9478390895576324,-2.1774182,-0.5280007760710491
-69.26701570680629,-60.0,0.0230612810701131,-1.6371165710123663,-0.8740117545007288,-2.1733162,-0.5280007760661268
-69.26701570680629,-58.75,0.0235730912536382,-1.627583462602184,-0.8654028715054797,-2.1692615,-0.5280007760612069
-69.26701570680629,-57.5,0.0219467487186193,-1.6586298088226938,-0.8934393052207288,-2.165257,-0.5280007760563576
-69.26701570680629,-56.25,0.0224420670419931,-1.6489371445821708,-0.8846863351748021,-2.1613011,-0.5280007760515261
-69.26701570680629,-55.0,0.0240486934781074,-1.6189085130806466,-0.857568949744888,-2.1573925,-0.5280007760466919
-69.26701570680629,-53.75,0.0255192052572965,-1.5931328549408874,-0.834292216123175,-2.1526122,-0.5280007760418998
-69.26701570680629,-52.5,0.026731502264738,-1.5729766339500408,-0.8160901207865436,-2.146976,-0.5280007760371854
-69.26701570680629,-51.25,0.0284330043941736,-1.5461772478412938,-0.7918889086081233,-2.1413593,-0.5280007760325011
-69.26701570680629,-50.0,0.0302685014903545,-1.5190090792277466,-0.7673546670233524,-2.1357603,-0.5280007760278603
-69.26701570680629,-48.75,0.0327825397253036,-1.4843574038479324,-0.7360624372386219,-2.1301773,-0.528000776023272
-69.26701570680629,-47.5,0.0362551808357238,-1.4406299243316996,-0.6965742935361632,-2.1236734,-0.5280007760187544
-69.26701570680629,-46.25,0.0395609401166439,-1.402733396482858,-0.6623517965142673,-2.115611,-0.5280007760142527
-69.26701570680629,-45.0,0.0446558445692062,-1.3501216924743424,-0.6148407450815352,-2.1074884,-0.5280007760098201
-69.26701570680629,-43.75,0.0489631257951259,-1.3101308647137595,-0.5787269884493025,-2.0993867,-0.5280007760054383
-69.26701570680629,-42.5,0.053175650537014,-1.2742871883475224,-0.5463583209927444,-2.0914936,-0.5280007760010925
-69.26701570680629,-41.25,0.0551536157727241,-1.2584260107184884,-0.5320348688195404,-2.0837603,-0.5280007759968142
-69.26701570680629,-40.0,0.0577178597450256,-1.2386897814967448,-0.5142120474661267,-2.076459,-0.5280007759925798
-69.26701570680629,-38.75,0.0604232251644134,-1.218796097438673,-0.4962470363667597,-2.0709374,-0.5280007759883927
-69.26701570680629,-37.5,0.0618679523468017,-1.2085342576538487,-0.4869800717816112,-2.0666316,-0.5280007759842265
-69.26701570680629,-36.25,0.0624547377228736,-1.2044346111111923,-0.4832778819093228,-2.0654883,-0.5280007759801458
-69.26701570680629,-35.0,0.0618662722408771,-1.208546051654006,-0.4869907223651387,-2.0642552,-0.5280007759760948
-69.26701570680629,-33.75,0.0614794045686721,-1.2112703473172544,-0.489450900263076,-2.0628152,-0.5280007759721057
-69.26701570680629,-32.5,0.0614311620593071,-1.2116112692942842,-0.4897587701922193,-2.061428,-0.5280007759681496
-69.26701570680629,-31.25,0.0616991110146045,-1.2097210934097586,-0.4880518449869063,-2.060092,-0.5280007759642537
-69.26701570680629,-30.0,0.061873085796833,-1.2084982238681874,-0.4869475314357674,-2.058807,-0.5280007759603619
-69.26701570680629,-28.75,0.0627094507217407,-1.2026670032361595,-0.481681641866423,-2.0575733,-0.5280007759565292
-69.26701570680629,-27.5,0.0620444044470787,-1.2072973797951505,-0.4858631080058113,-2.0563912,-0.5280007759527536
-69.26701570680629,-26.25,0.0608462058007717,-1.215766497978914,-0.493511153572888,-2.0552604,-0.5280007759490064
-69.26701570680629,-25.0,0.0582568198442459,-1.23465322657055,-0.5105668325405952,-2.0548022,-0.5280007759452984
-69.26701570680629,-23.75,0.0559236705303192,-1.2524043315622972,-0.5265969854912433,-2.0544593,-0.5280007759416563
-69.26701570680629,-22.5,0.0541917122900486,-1.2660671264120218,-0.5389351859174273,-2.0551004,-0.528000775938042
-69.26701570680629,-21.25,0.0539187975227832,-1.268259801840746,-0.5409152836358465,-2.0577826,-0.5280007759344684
-69.26701570680629,-20.0,0.0534521900117397,-1.2720344964322017,-0.5443240253266396,-2.0605383,-0.5280007759309244
-69.26701570680629,-18.75,0.0537254624068737,-1.2698198379139611,-0.542324075757452,-2.063368,-0.5280007759274508
-69.26701570680629,-17.5,0.0528272502124309,-1.2771419948146332,-0.5489363568014201,-2.0658655,-0.5280007759240052
-69.26701570680629,-16.25,0.0518665984272956,-1.2851122334542011,-0.5561338887018195,-2.0690603,-0.5280007759205787
-69.26701570680629,-15.0,0.0519096404314041,-1.2847519793892668,-0.5558085609115396,-2.0727854,-0.5280007759171984
-69.26701570680629,-13.75,0.0523740015923976,-1.2808842429191134,-0.5523157976600022,-2.0774307,-0.5280007759138602
-69.26701570680629,-12.5,0.0532630048692226,-1.273574336182651,-0.5457145791389612,-2.0823665,-0.5280007759105209
-69.26701570680629,-11.25,0.0537431836128234,-1.2696766106135071,-0.5421947342018671,-2.0864773,-0.5280007759071943
-69.26701570680629,-10.0,0.0539506115019321,-1.268003628452623,-0.5406839460038846,-2.0901775,-0.5280007759039607
-69.26701570680629,-8.75,0.0549813583493232,-1.2597845348394343,-0.5332616853729907,-2.0977786,-0.5280007759007295
-69.26701570680629,-7.5,0.0546794272959232,-1.2621760428153133,-0.5354213390201218,-2.1068144,-0.5280007758975331
-69.26701570680629,-6.25,0.0535212494432926,-1.2714737566005914,-0.5438176486661214,-2.1157393,-0.5280007758943916
-69.26701570680629,-5.0,0.0529666133224964,-1.2759977949022852,-0.5479030859368973,-2.1235664,-0.5280007758912882
-69.26701570680629,-3.75,0.0517553724348545,-1.286044561857357,-0.5569758287900434,-2.1304176,-0.5280007758882422
-69.26701570680629,-2.5,0.0509535484015941,-1.2928255663666557,-0.563099421630806,-2.1368265,-0.528000775885243
-69.26701570680629,-1.25,0.0504492633044719,-1.297145171253407,-0.5670002451036651,-2.1432738,-0.5280007758822806
-68.32460732984293,0.0,0.053775954991579,-1.269411868362344,-0.5419556584496465,-2.1316187,-0.5280007758721511
-68.32460732984293,1.25,0.0524902120232582,-1.279921672986382,-0.5514465479285318,-2.1373415,-0.5280007758693088
-68.32460732984293,2.5,0.0494942404329776,-1.3054453362928815,-0.5744957173663923,-2.1397948,-0.5280007758665463
-68.32460732984293,3.75,0.0468896701931953,-1.328922821937608,-0.5956970840394292,-2.1418314,-0.5280007758638606
-68.32460732984293,5.0,0.0446692630648613,-1.3499912122808868,-0.6147229148135549,-2.1427665,-0.5280007758612311
-68.32460732984293,6.25,0.0436541400849819,-1.3599745622493815,-0.6237383888941387,-2.143794,-0.5280007758586821
-68.32460732984293,7.5,0.0432845801115036,-1.3636667910643647,-0.6270726597837812,-2.1449146,-0.5280007758562442
-68.32460732984293,8.75,0.0413095690310001,-1.3839493358497232,-0.6453888319482086,-2.1461253,-0.5280007758538471
-68.32460732984293,10.0,0.0394271276891231,-1.4042048606189228,-0.663680603660272,-2.1474226,-0.5280007758515409
-68.32460732984293,11.25,0.0374507121741771,-1.426539919209522,-0.6838503004501593,-2.1491692,-0.5280007758493452
-68.32460732984293,12.5,0.0354964658617973,-1.4498148844977148,-0.7048687809145707,-2.1540415,-0.5280007758471826
-68.32460732984293,13.75,0.0322510600090026,-1.4914560066567697,-0.7424728375384603,-2.159028,-0.5280007758450949
-68.32460732984293,15.0,0.0297532137483358,-1.5264661177408825,-0.7740887530410968,-2.1641288,-0.5280007758431223
-68.32460732984293,16.25,0.0272122249007225,-1.5652359483854692,-0.8090998870179615,-2.1690187,-0.5280007758411984
-68.32460732984293,17.5,0.0250309500843286,-1.601522665831231,-0.8418686431603508,-2.1734776,-0.5280007758393076
-68.32460732984293,18.75,0.023407194763422,-1.630650631231478,-0.868172681175124,-2.179061,-0.5280007758374816
-68.32460732984293,20.0,0.0224909428507089,-1.647992337971341,-0.883833126628775,-2.1842725,-0.5280007758357291
-68.32460732984293,21.25,0.0215993300080299,-1.665559720067974,-0.8996973684369569,-2.1867292,-0.5280007758340036
-68.32460732984293,22.5,0.0204677954316139,-1.688928932298182,-0.9208009586957354,-2.1872177,-0.528000775832341
-68.32460732984293,23.75,0.0191908199340105,-1.7169064694954257,-0.9460661013819384,-2.1877847,-0.5280007758307594
-68.32460732984293,25.0,0.017853993922472,-1.7482646173966667,-0.974384107913906,-2.1884456,-0.5280007758292351
-68.32460732984293,26.25,0.0168692078441381,-1.7729053108309731,-0.9966359105338332,-2.189813,-0.5280007758277208
-68.32460732984293,27.5,0.0161819886416196,-1.790968108001163,-1.0129475374150496,-2.1912503,-0.5280007758262796
-68.32460732984293,28.75,0.0156398564577102,-1.8057672372039475,-1.026311905704648,-2.192759,-0.5280007758248851
-68.32460732984293,30.0,0.0153073538094758,-1.81509987953496,-1.0347397576084805,-2.1940346,-0.5280007758235341
-68.32460732984293,-90.0,0.0060992063954472,-2.2147266699892114,-1.3956231266796768,-2.2270737,-0.5280007761783597
-68.32460732984293,-88.75,0.0060199806466698,-2.220404904931211,-1.4007508623700626,-2.2258463,-0.5280007761736306
-68.32460732984293,-87.5,0.0058687194250524,-2.231456652978204,-1.4107311543940064,-2.2248821,-0.5280007761689081
-68.32460732984293,-86.25,0.0059505142271518,-2.2254455021093307,-1.405302778646003,-2.2244773,-0.528000776164171
-68.32460732984293,-85.0,0.0060160523280501,-2.220688394875758,-1.4010068682453682,-2.2244346,-0.5280007761594216
-68.32460732984293,-83.75,0.0060760113410651,-2.2163814241842634,-1.3971174540950542,-2.2244632,-0.5280007761546133
-68.32460732984293,-82.5,0.006147168111056,-2.211324909751166,-1.3925511637262349,-2.224566,-0.5280007761498205
-68.32460732984293,-81.25,0.0062746158801019,-2.202412855704813,-1.3845031244895851,-2.2245984,-0.528000776144993
-68.32460732984293,-80.0,0.0065327836200594,-2.1849017263456885,-1.368689681771745,-2.2226348,-0.528000776140074
-68.32460732984293,-78.75,0.0068868258967995,-2.161980896107897,-1.3479910033154765,-2.2189393,-0.528000776135152
-68.32460732984293,-77.5,0.0072783445939421,-2.1379673865479694,-1.326305579714723,-2.2149806,-0.5280007761301856
-68.32460732984293,-76.25,0.0077195800840854,-2.1124063229964527,-1.3032226359485437,-2.2110887,-0.5280007761252342
-68.32460732984293,-75.0,0.0086101274937391,-2.0649904177196974,-1.260403655708541,-2.206989,-0.5280007761202385
-68.32460732984293,-73.75,0.0098203867673873,-2.0078714075659643,-1.2088222769955168,-2.202184,-0.5280007761152139
-68.32460732984293,-72.5,0.0115218665450811,-1.9384771594054917,-1.146155732438162,-2.1974368,-0.5280007761101971
-68.32460732984293,-71.25,0.0131116295233368,-1.882343330505552,-1.095464022632497,-2.1927488,-0.5280007761051432
-68.32460732984293,-70.0,0.0140602951869368,-1.8520055614846105,-1.0680674702593782,-2.18812,-0.5280007761001656
-68.32460732984293,-68.75,0.0153418183326721,-1.814123164178025,-1.0338577338376678,-2.1836045,-0.5280007760951684
-68.32460732984293,-67.5,0.016123054549098,-1.792552676665616,-1.0143784837174796,-2.179916,-0.5280007760901619
-68.32460732984293,-66.25,0.0216286238282918,-1.6649711126826126,-0.8991658259544122,-2.1763906,-0.5280007760851643
-68.32460732984293,-65.0,0.023961778730154,-1.6204809465490804,-0.858988937346529,-2.1729975,-0.5280007760801815
-68.32460732984293,-63.75,0.0209980066865682,-1.6778219303190325,-0.9107707695536116,-2.1703906,-0.5280007760752088
-68.32460732984293,-62.5,0.0182248745113611,-1.739335453364503,-0.9663206174876164,-2.1667154,-0.5280007760702131
-68.32460732984293,-61.25,0.0209119580686092,-1.679605300583629,-0.9123812438380244,-2.1625526,-0.5280007760652955
-68.32460732984293,-60.0,0.024037666618824,-1.6191076923994312,-0.8577488188260638,-2.1584399,-0.5280007760603294
-68.32460732984293,-58.75,0.0236150529235601,-1.626811076791309,-0.8647053677336869,-2.1543775,-0.5280007760553665
-68.32460732984293,-57.5,0.0236363839358091,-1.6264189642056102,-0.864351270074665,-2.150363,-0.5280007760504526
-68.32460732984293,-56.25,0.0247501265257596,-1.6064225765567235,-0.8462935123958538,-2.1463962,-0.5280007760455842
-68.32460732984293,-55.0,0.0264006461948156,-1.5783854430010738,-0.820974551159144,-2.1424775,-0.528000776040748
-68.32460732984293,-53.75,0.0282124057412147,-1.5495598789071343,-0.7949435969436524,-2.1386065,-0.5280007760359163
-68.32460732984293,-52.5,0.0299510806798934,-1.523587502995965,-0.7714892171435584,-2.1332655,-0.528000776031173
-68.32460732984293,-51.25,0.0317571237683296,-1.4981588383642146,-0.7485258363530554,-2.1276007,-0.5280007760264616
-68.32460732984293,-50.0,0.0348011516034603,-1.458406384594997,-0.7126273435899069,-2.121953,-0.5280007760217771
-68.32460732984293,-48.75,0.0385551676154136,-1.4139174044755258,-0.6724515260131966,-2.1163206,-0.5280007760171579
-68.32460732984293,-47.5,0.0439795069396495,-1.3567496438835909,-0.6208261231686519,-2.110542,-0.5280007760125941
-68.32460732984293,-46.25,0.0494620203971862,-1.3057281477921847,-0.5747511105710486,-2.1023362,-0.528000776008059
-68.32460732984293,-45.0,0.0564665161073207,-1.2482090067033738,-0.5228083932206513,-2.094149,-0.5280007760035412
-68.32460732984293,-43.75,0.0635642781853675,-1.19678688034807,-0.4763715910662894,-2.0859816,-0.5280007759991475
-68.32460732984293,-42.5,0.0662141740322113,-1.1790490340486208,-0.4603534113908576,-2.0778644,-0.5280007759947623
-68.32460732984293,-41.25,0.0682822093367576,-1.1656924353130227,-0.4482917216689156,-2.070068,-0.5280007759904293
-68.32460732984293,-40.0,0.0687111243605613,-1.1629729447847756,-0.4458358830529023,-2.061664,-0.528000775986148
-68.32460732984293,-38.75,0.0676664933562278,-1.1696263291394091,-0.4518442283865485,-2.0535147,-0.5280007759819404
-68.32460732984293,-37.5,0.0661757215857505,-1.1793013144164726,-0.4605812334270063,-2.0482078,-0.5280007759777537
-68.32460732984293,-36.25,0.0644412189722061,-1.190836253046493,-0.4709978711856999,-2.0458956,-0.5280007759736213
-68.32460732984293,-35.0,0.0627486631274223,-1.202395522477495,-0.4814364808983268,-2.0447707,-0.5280007759695442
-68.32460732984293,-33.75,0.0632305815815925,-1.1990728236190948,-0.4784359144021081,-2.0433183,-0.5280007759655024
-68.32460732984293,-32.5,0.0640821605920791,-1.193262854018091,-0.4731892155973853,-2.0419157,-0.5280007759615256
-68.32460732984293,-31.25,0.0672550052404403,-1.1722753891335145,-0.4542364646389221,-2.0405655,-0.5280007759575858
-68.32460732984293,-30.0,0.0685870796442031,-1.1637576884873158,-0.4465445466310077,-2.0392652,-0.5280007759536558
-68.32460732984293,-28.75,0.067742221057415,-1.1691405682882865,-0.4514055615686484,-2.0380177,-0.5280007759497711
-68.32460732984293,-27.5,0.0698580220341682,-1.1557837151742838,-0.4393436421300363,-2.0368218,-0.5280007759459813
-68.32460732984293,-26.25,0.0683312863111496,-1.1653804037676367,-0.448009941272693,-2.035677,-0.5280007759421962
-68.32460732984293,-25.0,0.0675756111741066,-1.1702100177218502,-0.4523713289392421,-2.0352125,-0.5280007759384228
-68.32460732984293,-23.75,0.0640396401286125,-1.193551117267993,-0.4734495320108212,-2.0348527,-0.5280007759347624
-68.32460732984293,-22.5,0.0618825927376747,-1.20843149865599,-0.4868872751667809,-2.0345554,-0.5280007759311334
-68.32460732984293,-21.25,0.0583508908748626,-1.2339525089573704,-0.5099340488057401,-2.0369134,-0.5280007759275194
-68.32460732984293,-20.0,0.0582547932863235,-1.2346683344709453,-0.5105804757450161,-2.0396147,-0.5280007759239222
-68.32460732984293,-18.75,0.0581617951393127,-1.2353621976258695,-0.5112070695545524,-2.0422063,-0.5280007759204146
-68.32460732984293,-17.5,0.0579440779983997,-1.236990943204072,-0.5126779098627142,-2.0444055,-0.5280007759169499
-68.32460732984293,-16.25,0.0581382177770137,-1.2355382856284036,-0.5113660859997092,-2.047005,-0.5280007759135065
-68.32460732984293,-15.0,0.0578199364244937,-1.237922390190555,-0.5135190539867382,-2.0506945,-0.5280007759100731
-68.32460732984293,-13.75,0.0570958070456981,-1.2433957839394096,-0.5184618076346973,-2.054473,-0.5280007759067131
-68.32460732984293,-12.5,0.0567077212035656,-1.2463578044615145,-0.5211366632019633,-2.0594084,-0.5280007759033449
-68.32460732984293,-11.25,0.0576499626040458,-1.2392009700841442,-0.514673676826465,-2.064436,-0.5280007759000318
-68.32460732984293,-10.0,0.0578543059527874,-1.2376643120459996,-0.5132859962625929,-2.0692017,-0.5280007758967667
-68.32460732984293,-8.75,0.0576914064586162,-1.2388888732489916,-0.5143918374702539,-2.07605,-0.5280007758935369
-68.32460732984293,-7.5,0.0568513683974742,-1.2452590774965646,-0.5201444567276432,-2.0868642,-0.5280007758903087
-68.32460732984293,-6.25,0.0563708133995533,-1.2489456985062457,-0.5234736634831515,-2.0959013,-0.5280007758871716
-68.32460732984293,-5.0,0.0557075776159763,-1.2540857259578493,-0.5281153703660775,-2.105443,-0.5280007758840684
-68.32460732984293,-3.75,0.0548494048416614,-1.2608280804937295,-0.5342040603100503,-2.1123972,-0.5280007758809852
-68.32460732984293,-2.5,0.0539310611784458,-1.2681610342008198,-0.5408260914207518,-2.1187859,-0.52800077587798
-68.32460732984293,-1.25,0.0544490106403827,-1.2640100071354978,-0.537077502316562,-2.1252108,-0.5280007758750347
-67.38219895287958,0.0,0.0601184554398059,-1.2209921858127768,-0.4982302161488858,-2.1129072,-0.5280007758648034
-67.38219895287958,1.25,0.057886965572834,-1.2374192154964836,-0.5130646615807101,-2.1174443,-0.5280007758619457
-67.38219895287958,2.5,0.0549177527427673,-1.260287242582112,-0.5337156560981,-2.118631,-0.5280007758591814
-67.38219895287958,3.75,0.0511977821588516,-1.2907488518568755,-0.561224042535134,-2.1195693,-0.5280007758564929
-67.38219895287958,5.0,0.048059344291687,-1.3182221588846932,-0.5860338396672439,-2.1205034,-0.5280007758538455
-67.38219895287958,6.25,0.0475014150142669,-1.323293453033349,-0.590613476872842,-2.1215315,-0.5280007758512896
-67.38219895287958,7.5,0.0463755577802658,-1.3337108538850426,-0.6000209210335573,-2.122651,-0.528000775848853
-67.38219895287958,8.75,0.0453073717653751,-1.3438311300719863,-0.6091600464713786,-2.1238604,-0.5280007758464679
-67.38219895287958,10.0,0.0454755648970603,-1.3422218974288018,-0.6077068273385179,-2.1251564,-0.5280007758441321
-67.38219895287958,11.25,0.0426644422113895,-1.369933927896082,-0.6327322039091625,-2.1274962,-0.5280007758419103
-67.38219895287958,12.5,0.0413255877792835,-1.3837809606849107,-0.645236780588798,-2.13237,-0.5280007758397448
-67.38219895287958,13.75,0.039292249828577,-1.4056931032787452,-0.6650245626687802,-2.1373572,-0.5280007758376649
-67.38219895287958,15.0,0.0373225770890712,-1.4280283762620398,-0.6851944530662033,-2.142459,-0.5280007758356592
-67.38219895287958,16.25,0.0345357693731784,-1.4617308645223468,-0.7156295184822052,-2.147653,-0.528000775833712
-67.38219895287958,17.5,0.0321368984878063,-1.492996039042083,-0.7438635653098863,-2.1518059,-0.5280007758318136
-67.38219895287958,18.75,0.0304146315902471,-1.5169174397399945,-0.7654658099115348,-2.1566586,-0.5280007758299948
-67.38219895287958,20.0,0.0284785833209753,-1.545481618658281,-0.791260719985172,-2.1618361,-0.5280007758282449
-67.38219895287958,21.25,0.0271572973579168,-1.5661134523939528,-0.8098923178822565,-2.1639867,-0.5280007758265128
-67.38219895287958,22.5,0.0251690447330474,-1.5991332673693597,-0.8397108945119343,-2.1644325,-0.5280007758248483
-67.38219895287958,23.75,0.0241507161408662,-1.6170699865930005,-0.8559086665786012,-2.1650143,-0.5280007758232855
-67.38219895287958,25.0,0.0224841032177209,-1.6481244296598432,-0.8839524121589537,-2.1656723,-0.5280007758217572
-67.38219895287958,26.25,0.0211867429316043,-1.6739358028717657,-0.90726139831197,-2.1668067,-0.5280007758202633
-67.38219895287958,27.5,0.0198931843042373,-1.7012956937448185,-0.9319687748731466,-2.1682553,-0.5280007758188116
-67.38219895287958,28.75,0.0190722532570362,-1.7195979949829014,-0.9484966861401756,-2.169773,-0.5280007758174116
-67.38219895287958,30.0,0.0180846229195594,-1.7426905422334011,-0.9693504338149078,-2.1710706,-0.5280007758160785
-67.38219895287958,-90.0,0.0063937464728951,-2.1942445885218835,-1.3771267627168953,-2.209155,-0.5280007761737254
-67.38219895287958,-88.75,0.0065922369249165,-2.1809671924919454,-1.365136597076774,-2.2076054,-0.5280007761689177
-67.38219895287958,-87.5,0.006607970688492,-2.179931892118423,-1.3642016680486857,-2.2061088,-0.5280007761641075
-67.38219895287958,-86.25,0.0066578648984432,-2.17666502180415,-1.361251517574556,-2.2049708,-0.5280007761593235
-67.38219895287958,-85.0,0.0068047884851694,-2.1671853695277146,-1.3526909081938516,-2.204123,-0.5280007761545027
-67.38219895287958,-83.75,0.0069258478470146,-2.1595270536366558,-1.345775058440547,-2.204168,-0.5280007761496249
-67.38219895287958,-82.5,0.0071921260096132,-2.14314271215354,-1.3309791626305625,-2.2042854,-0.5280007761447455
-67.38219895287958,-81.25,0.0073566175997257,-2.133321818192275,-1.3221103946082693,-2.2044747,-0.5280007761398688
-67.38219895287958,-80.0,0.0075681814923882,-2.1210084616752893,-1.3109908058054929,-2.2047234,-0.5280007761349134
-67.38219895287958,-78.75,0.0076395496726036,-2.1169322409619338,-1.3073097706515648,-2.2037683,-0.5280007761298837
-67.38219895287958,-77.5,0.0081378892064094,-2.089488227160609,-1.282526426796663,-2.200163,-0.5280007761249143
-67.38219895287958,-76.25,0.008703707717359,-2.060295701615271,-1.2561640876788993,-2.1962495,-0.5280007761199074
-67.38219895287958,-75.0,0.0093563282862305,-2.028894548470713,-1.2278072452193445,-2.1924028,-0.5280007761148605
-67.38219895287958,-73.75,0.0102714477106928,-1.9883683403895949,-1.191210012858196,-2.1879592,-0.5280007761097926
-67.38219895287958,-72.5,0.0114162852987647,-1.942475186518236,-1.1497661547835831,-2.183191,-0.5280007761047277
-67.38219895287958,-71.25,0.0129778431728482,-1.8867974782569497,-1.09948634517258,-2.1784806,-0.5280007760996557
-67.38219895287958,-70.0,0.0144882444292306,-1.8389842357081725,-1.0563085491153952,-2.1738293,-0.528000776094609
