lon,lat,PINN_log_dep
-180.0,-90.0,0.36044055
-176.9747899159664,-90.0,0.35882878
-173.94957983193277,-90.0,0.35734433
-170.92436974789916,-90.0,0.35598233
-167.89915966386553,-90.0,0.3542823
-164.87394957983193,-90.0,0.3526944
-161.84873949579833,-90.0,0.3512292
-158.8235294117647,-90.0,0.34988013
-155.7983193277311,-90.0,0.34917998
-152.7731092436975,-90.0,0.35149595
-149.74789915966386,-90.0,0.3538529
-146.72268907563026,-90.0,0.35797235
-143.69747899159665,-90.0,0.3646923
-140.67226890756302,-90.0,0.37222895
-137.64705882352942,-90.0,0.37917945
-134.62184873949582,-90.0,0.38576573
-131.5966386554622,-90.0,0.39354673
-128.57142857142856,-90.0,0.40207493
-125.54621848739497,-90.0,0.41016594
-122.52100840336136,-90.0,0.41841486
-119.49579831932772,-90.0,0.42681852
-116.47058823529412,-90.0,0.43553442
-113.44537815126051,-90.0,0.44583103
-110.4201680672269,-90.0,0.45344883
-107.39495798319328,-90.0,0.46525893
-104.36974789915966,-90.0,0.47868577
-101.34453781512605,-90.0,0.49215078
-98.31932773109244,-90.0,0.5052974
-95.29411764705884,-90.0,0.51791686
-92.2689075630252,-90.0,0.5282649
-89.2436974789916,-90.0,0.53781825
-86.21848739495799,-90.0,0.5479643
-83.19327731092437,-90.0,0.5598161
-80.16806722689076,-90.0,0.57932615
-77.14285714285714,-90.0,0.59543496
-74.11764705882354,-90.0,0.60903364
-71.09243697478992,-90.0,0.6228073
-68.0672268907563,-90.0,0.63439995
-65.0420168067227,-90.0,0.6474516
-62.01680672268908,-90.0,0.6624279
-58.991596638655466,-90.0,0.6768327
-55.96638655462185,-90.0,0.69200504
-52.94117647058823,-90.0,0.6978669
-49.91596638655463,-90.0,0.700524
-46.89075630252103,-90.0,0.70218235
-43.8655462184874,-90.0,0.7032964
-40.84033613445379,-90.0,0.70543283
-37.81512605042016,-90.0,0.7075149
-34.78991596638656,-90.0,0.70752454
-31.76470588235296,-90.0,0.7133196
-28.739495798319325,-90.0,0.7195222
-25.71428571428572,-90.0,0.7352611
-22.68907563025209,-90.0,0.7521153
-19.66386554621849,-90.0,0.76659137
-16.638655462184886,-90.0,0.7797517
-13.613445378151257,-90.0,0.7918529
-10.588235294117652,-90.0,0.80321044
-7.563025210084049,-90.0,0.81496954
-4.537815126050418,-90.0,0.8318974
-1.5126050420168156,-90.0,0.84900737
1.5126050420167871,-90.0,0.8673005
4.537815126050418,-90.0,0.8906095
7.563025210084021,-90.0,0.90399474
10.588235294117652,-90.0,0.9118173
13.613445378151257,-90.0,0.91886324
16.638655462184857,-90.0,0.9255717
19.66386554621849,-90.0,0.93195957
22.68907563025209,-90.0,0.93767375
25.71428571428572,-90.0,0.942829
28.739495798319325,-90.0,0.9474811
31.764705882352928,-90.0,0.95191586
34.78991596638656,-90.0,0.95615566
37.81512605042016,-90.0,0.96107507
40.84033613445376,-90.0,0.9642621
43.8655462184874,-90.0,0.96506345
46.890756302521,-90.0,0.96949774
49.9159663865546,-90.0,0.97369987
52.94117647058823,-90.0,0.9781928
55.96638655462184,-90.0,0.9817804
