lon,lat,PINN_log_dep,Kriging_log_dep
134.62184873949582,-90.0,-1.9170473,-1.2748855408970232
137.6470588235294,-90.0,-1.9173338,-1.2557537533574143
140.67226890756302,-90.0,-1.9175282,-1.2368851934659664
143.69747899159665,-90.0,-1.9178269,-1.2185130226470688
146.72268907563023,-90.0,-1.9170516,-1.2007553657637633
149.74789915966386,-90.0,-1.9152803,-1.1836207619443282
152.7731092436975,-90.0,-1.9132574,-1.1670209914073404
155.79831932773106,-90.0,-1.9115467,-1.1508022827339721
158.8235294117647,-90.0,-1.9100418,-1.1348012775345804
161.84873949579833,-90.0,-1.9087732,-1.118911436886705
164.8739495798319,-90.0,-1.9075353,-1.1031239419633176
167.89915966386553,-90.0,-1.9065363,-1.0875177294218217
170.92436974789916,-90.0,-1.9057221,-1.072213437983145
173.94957983193274,-90.0,-1.9042177,-1.0573272191641092
176.97478991596637,-90.0,-1.9036274,-1.0429452684072966
180.0,-90.0,-1.9041529,-1.0291181401359588
-180.0,-86.94915254237289,-1.7399447,-0.8609475480152479
-176.9747899159664,-86.94915254237289,-1.7447526,-0.8632822744817348
-173.94957983193277,-86.94915254237289,-1.7463815,-0.8653913609443428
-170.92436974789916,-86.94915254237289,-1.7481668,-0.8672266492556284
-167.89915966386553,-86.94915254237289,-1.7492635,-0.8687530172179359
-164.87394957983193,-86.94915254237289,-1.7510211,-0.8699533005914136
-161.84873949579833,-86.94915254237289,-1.7533138,-0.8708264410829891
-158.8235294117647,-86.94915254237289,-1.7563479,-0.8713797428532376
-155.7983193277311,-86.94915254237289,-1.75894,-0.8716192737151356
-152.7731092436975,-86.94915254237289,-1.7588205,-0.8715424863236577
-149.74789915966386,-86.94915254237289,-1.7587752,-0.871134906916356
-146.72268907563026,-86.94915254237289,-1.7586119,-0.8703704263038986
-143.69747899159665,-86.94915254237289,-1.7581387,-0.8692134337698405
-140.67226890756302,-86.94915254237289,-1.7577457,-0.8676205782772339
-137.64705882352942,-86.94915254237289,-1.7571313,-0.8655396430640242
-134.62184873949582,-86.94915254237289,-1.7564197,-0.8629020247555322
-131.5966386554622,-86.94915254237289,-1.7558813,-0.8596022061020903
-128.57142857142856,-86.94915254237289,-1.7549703,-0.8554495786104894
-125.54621848739497,-86.94915254237289,-1.7529235,-0.8500631272600281
-122.52100840336136,-86.94915254237289,-1.7508464,-0.8426980792067899
-119.49579831932772,-86.94915254237289,-1.7489345,-0.8322956914991386
-116.47058823529412,-86.94915254237289,-1.7475972,-0.8184285735383741
-113.44537815126051,-86.94915254237289,-1.7464213,-0.8019166325329972
-110.4201680672269,-86.94915254237289,-1.7468424,-0.783805212018932
-107.39495798319328,-86.94915254237289,-1.7472489,-0.7647408325933154
-104.36974789915966,-86.94915254237289,-1.746382,-0.7450714129565573
-101.34453781512605,-86.94915254237289,-1.7455325,-0.725005842739273
-98.31932773109244,-86.94915254237289,-1.7437603,-0.7046987116373056
-95.29411764705884,-86.94915254237289,-1.7428875,-0.6842897410281943
-92.2689075630252,-86.94915254237289,-1.743321,-0.6639221382978654
-89.2436974789916,-86.94915254237289,-1.7439792,-0.6437508953381194
-86.21848739495799,-86.94915254237289,-1.7437558,-0.6239457933333475
-83.19327731092437,-86.94915254237289,-1.743526,-0.6046912717765027
-80.16806722689076,-86.94915254237289,-1.7435777,-0.5861842033250846
-77.14285714285714,-86.94915254237289,-1.7407684,-0.5686300826500068
-74.11764705882354,-86.94915254237289,-1.734241,-0.5522378114958691
-71.09243697478992,-86.94915254237289,-1.730238,-0.5372129822281374
-68.0672268907563,-86.94915254237289,-1.7261541,-0.5237493066616801
-65.0420168067227,-86.94915254237289,-1.7215285,-0.5120177547588995
-62.01680672268908,-86.94915254237289,-1.7164519,-0.502153383558503
-58.991596638655466,-86.94915254237289,-1.7092388,-0.4942410431467421
-55.96638655462185,-86.94915254237289,-1.7027578,-0.4883028960505552
-52.94117647058823,-86.94915254237289,-1.6944509,-0.48429183636697737
-49.91596638655463,-86.94915254237289,-1.6838074,-0.4820941222577456
-46.89075630252103,-86.94915254237289,-1.6777866,-0.48154194376577564
-43.8655462184874,-86.94915254237289,-1.6717963,-0.4824340918947947
-40.84033613445379,-86.94915254237289,-1.6652911,-0.48456191816334976
-37.81512605042016,-86.94915254237289,-1.6594439,-0.487737801868095
-34.78991596638656,-86.94915254237289,-1.6571498,-0.491822755318634
-31.76470588235296,-86.94915254237289,-1.6566484,-0.4967484447768449
-28.739495798319325,-86.94915254237289,-1.6573076,-0.5025286901648843
-25.71428571428572,-86.94915254237289,-1.6561189,-0.5092578177374077
-22.68907563025209,-86.94915254237289,-1.6565981,-0.5170961240657945
-19.66386554621849,-86.94915254237289,-1.6576128,-0.526242305113161
-16.638655462184886,-86.94915254237289,-1.658001,-0.5368888979979829
-13.613445378151257,-86.94915254237289,-1.6593413,-0.5491572985674538
-10.588235294117652,-86.94915254237289,-1.6630554,-0.5630225585638692
-7.563025210084049,-86.94915254237289,-1.6671107,-0.5782562129396345
-4.537815126050418,-86.94915254237289,-1.6699193,-0.5944210516725701
-1.5126050420168156,-86.94915254237289,-1.6683712,-0.6109619845295231
1.5126050420167871,-86.94915254237289,-1.6685379,-0.6274317082370099
4.537815126050418,-86.94915254237289,-1.6697326,-0.6437370163827969
7.563025210084021,-86.94915254237289,-1.6707151,-0.660145934808307
10.588235294117652,-86.94915254237289,-1.6708574,-0.6770597057750544
13.613445378151257,-86.94915254237289,-1.6700652,-0.694815066647291
16.638655462184857,-86.94915254237289,-1.6696916,-0.7136246379739092
19.66386554621849,-86.94915254237289,-1.6691074,-0.7335938068789297
22.68907563025209,-86.94915254237289,-1.6718366,-0.7547527334227916
25.71428571428572,-86.94915254237289,-1.677422,-0.7770817179238683
28.739495798319325,-86.94915254237289,-1.6829827,-0.8005274661828519
31.764705882352928,-86.94915254237289,-1.690736,-0.8250125738552864
34.78991596638656,-86.94915254237289,-1.6999393,-0.8504406669600891
37.81512605042016,-86.94915254237289,-1.7077568,-0.8766989305331324
40.84033613445376,-86.94915254237289,-1.7154794,-0.9036591798063045
43.8655462184874,-86.94915254237289,-1.7229335,-0.9311782846959693
46.890756302521,-86.94915254237289,-1.7300982,-0.9590985873547594
49.9159663865546,-86.94915254237289,-1.7395744,-0.9872488827675526
52.94117647058823,-86.94915254237289,-1.7499762,-1.0154465017768595
55.96638655462184,-86.94915254237289,-1.7654517,-1.043500983848699
58.991596638655466,-86.94915254237289,-1.7797749,-1.0712196895826134
62.01680672268907,-86.94915254237289,-1.7903931,-1.0984154224347202
65.04201680672267,-86.94915254237289,-1.8022814,-1.1249156790855785
68.0672268907563,-86.94915254237289,-1.8150778,-1.150572570825149
71.0924369747899,-86.94915254237289,-1.8207092,-1.1752718908625452
74.11764705882354,-86.94915254237289,-1.8239577,-1.198939452432305
77.14285714285711,-86.94915254237289,-1.8241346,-1.2215428724724209
80.16806722689074,-86.94915254237289,-1.8237455,-1.2430874379631922
83.19327731092437,-86.94915254237289,-1.8228524,-1.26360530162713
86.21848739495795,-86.94915254237289,-1.8217447,-1.2831374750590796
89.24369747899158,-86.94915254237289,-1.8207066,-1.3017072011342097
92.2689075630252,-86.94915254237289,-1.8221779,-1.3192804089285644
95.29411764705884,-86.94915254237289,-1.8235972,-1.3357030420515057
98.3193277310924,-86.94915254237289,-1.824533,-1.3505966282287585
101.34453781512605,-86.94915254237289,-1.8282435,-1.3631977011924226
104.36974789915968,-86.94915254237289,-1.8312976,-1.3722243936028797
107.39495798319324,-86.94915254237289,-1.8340046,-1.3761780526318188
110.42016806722688,-86.94915254237289,-1.8375924,-1.3744267832260026
113.44537815126051,-86.94915254237289,-1.8402486,-1.3677929185915225
116.47058823529407,-86.94915254237289,-1.842494,-1.3575805522699693
119.49579831932772,-86.94915254237289,-1.8436196,-1.3446361345387334
122.52100840336136,-86.94915254237289,-1.844368,-1.3292999977576336
125.54621848739492,-86.94915254237289,-1.8454199,-1.3117901718192648
128.57142857142856,-86.94915254237289,-1.8467724,-1.29254518082572
131.5966386554622,-86.94915254237289,-1.8476477,-1.2722352459398314
134.62184873949582,-86.94915254237289,-1.847781,-1.2515519733961027
137.6470588235294,-86.94915254237289,-1.846631,-1.2310558103116471
140.67226890756302,-86.94915254237289,-1.8444526,-1.211142768855939
143.69747899159665,-86.94915254237289,-1.8426688,-1.1920592746593914
146.72268907563023,-86.94915254237289,-1.8412731,-1.1739149783766811
149.74789915966386,-86.94915254237289,-1.8401504,-1.1566827946112204
152.7731092436975,-86.94915254237289,-1.8386586,-1.140198291894794
155.79831932773106,-86.94915254237289,-1.8375013,-1.1241864785077895
158.8235294117647,-86.94915254237289,-1.8366694,-1.1083467261047188
161.84873949579833,-86.94915254237289,-1.8363397,-1.0924834762356275
164.8739495798319,-86.94915254237289,-1.8359706,-1.0765928359331485
167.89915966386553,-86.94915254237289,-1.8347943,-1.0608277121500302
170.92436974789916,-86.94915254237289,-1.8339128,-1.0453897243240649
173.94957983193274,-86.94915254237289,-1.834239,-1.030445486614264
176.97478991596637,-86.94915254237289,-1.8350456,-1.01609854899557
180.0,-86.94915254237289,-1.834758,-1.0023955525258301
-180.0,-83.89830508474576,-1.6715302,-0.8522713405948382
-176.9747899159664,-83.89830508474576,-1.6747394,-0.8547798297773089
-173.94957983193277,-83.89830508474576,-1.6772246,-0.8570490234122429
-170.92436974789916,-83.89830508474576,-1.6780808,-0.8590119454729184
-167.89915966386553,-83.89830508474576,-1.6791825,-0.8606225002649758
-164.87394957983193,-83.89830508474576,-1.6802146,-0.8618658712280964
-161.84873949579833,-83.89830508474576,-1.6814251,-0.8627550124368542
-158.8235294117647,-83.89830508474576,-1.6840596,-0.8633154139945896
-155.7983193277311,-83.89830508474576,-1.6868291,-0.8635677411942662
-152.7731092436975,-83.89830508474576,-1.6904073,-0.8635165603491157
-149.74789915966386,-83.89830508474576,-1.6938274,-0.8631474222460186
-146.72268907563026,-83.89830508474576,-1.6934018,-0.8624302658330568
-143.69747899159665,-83.89830508474576,-1.693197,-0.8613258272073637
-140.67226890756302,-83.89830508474576,-1.6931086,-0.8597920762064297
-137.64705882352942,-83.89830508474576,-1.6926091,-0.8577882983095059
-134.62184873949582,-83.89830508474576,-1.6917336,-0.85527440142721
-131.5966386554622,-83.89830508474576,-1.6906013,-0.8522009904301122
-128.57142857142856,-83.89830508474576,-1.6888478,-0.8484769199258752
-125.54621848739497,-83.89830508474576,-1.6872175,-0.8438632772615455
-122.52100840336136,-83.89830508474576,-1.6854641,-0.8375772713731676
-119.49579831932772,-83.89830508474576,-1.6835358,-0.8273186615373331
-116.47058823529412,-83.89830508474576,-1.6810524,-0.8115624848144877
-113.44537815126051,-83.89830508474576,-1.6796656,-0.7928280512186002
-110.4201680672269,-83.89830508474576,-1.6790166,-0.7728599827004331
-107.39495798319328,-83.89830508474576,-1.6795449,-0.7522110458008864
-104.36974789915966,-83.89830508474576,-1.680959,-0.731088629377251
-101.34453781512605,-83.89830508474576,-1.6810718,-0.7096108279460795
-98.31932773109244,-83.89830508474576,-1.6796918,-0.6878797160317495
-95.29411764705884,-83.89830508474576,-1.6786487,-0.6660070459014823
-92.2689075630252,-83.89830508474576,-1.6792643,-0.6441244558615266
-89.2436974789916,-83.89830508474576,-1.6797817,-0.6223871624934232
-86.21848739495799,-83.89830508474576,-1.680459,-0.6009742132320551
-83.19327731092437,-83.89830508474576,-1.6766548,-0.5800865693324043
-80.16806722689076,-83.89830508474576,-1.6760209,-0.5599436335667962
-77.14285714285714,-83.89830508474576,-1.6736469,-0.5407785478909173
-74.11764705882354,-83.89830508474576,-1.669457,-0.5228323684419244
-71.09243697478992,-83.89830508474576,-1.6633537,-0.506346896553062
-68.0672268907563,-83.89830508474576,-1.6596351,-0.4915554141988882
-65.0420168067227,-83.89830508474576,-1.6577625,-0.47867000807366983
-62.01680672268908,-83.89830508474576,-1.6558094,-0.46786424243420827
-58.991596638655466,-83.89830508474576,-1.6528018,-0.45925173309688866
-55.96638655462185,-83.89830508474576,-1.6448071,-0.4528649646954744
-52.94117647058823,-83.89830508474576,-1.6371527,-0.4486421337229288
-49.91596638655463,-83.89830508474576,-1.6254733,-0.4464288103257679
-46.89075630252103,-83.89830508474576,-1.6147313,-0.4459952746766633
-43.8655462184874,-83.89830508474576,-1.6048138,-0.4470649352838281
-40.84033613445379,-83.89830508474576,-1.595019,-0.4493489776293801
-37.81512605042016,-83.89830508474576,-1.5869653,-0.4525849398310012
-34.78991596638656,-83.89830508474576,-1.5841182,-0.45657649522430277
-31.76470588235296,-83.89830508474576,-1.5869383,-0.4612272119639612
-28.739495798319325,-83.89830508474576,-1.5910444,-0.46655852032213535
-25.71428571428572,-83.89830508474576,-1.5944421,-0.4727076114535065
-22.68907563025209,-83.89830508474576,-1.5958339,-0.47991017543092496
-19.66386554621849,-83.89830508474576,-1.5986893,-0.488472991741502
-16.638655462184886,-83.89830508474576,-1.6002414,-0.4987263879960925
-13.613445378151257,-83.89830508474576,-1.6031325,-0.5109330054344088
-10.588235294117652,-83.89830508474576,-1.6076388,-0.5251563758991602
-7.563025210084049,-83.89830508474576,-1.6117005,-0.5411476275440071
-4.537815126050418,-83.89830508474576,-1.6153176,-0.5582905590621772
-1.5126050420168156,-83.89830508474576,-1.613862,-0.5756468040668353
1.5126050420167871,-83.89830508474576,-1.614088,-0.5923467631729585
4.537815126050418,-83.89830508474576,-1.6154778,-0.6082756087344257
7.563025210084021,-83.89830508474576,-1.6167252,-0.6240765275718877
10.588235294117652,-83.89830508474576,-1.6176054,-0.6404781392938786
13.613445378151257,-83.89830508474576,-1.6171987,-0.6579438631184438
16.638655462184857,-83.89830508474576,-1.6157734,-0.6766967570449209
19.66386554621849,-83.89830508474576,-1.6146135,-0.6968149780152797
22.68907563025209,-83.89830508474576,-1.6182299,-0.7182969717744839
25.71428571428572,-83.89830508474576,-1.6233208,-0.7410964328876211
28.739495798319325,-83.89830508474576,-1.6293812,-0.7651397595984695
31.764705882352928,-83.89830508474576,-1.637784,-0.7903343342000286
34.78991596638656,-83.89830508474576,-1.6454015,-0.8165719894158158
37.81512605042016,-83.89830508474576,-1.6515872,-0.8437298987962986
40.84033613445376,-83.89830508474576,-1.6577296,-0.871670126067346
43.8655462184874,-83.89830508474576,-1.6630466,-0.9002386296853899
46.890756302521,-83.89830508474576,-1.6732912,-0.9292643637044798
49.9159663865546,-83.89830508474576,-1.6851375,-0.9585591082801035
52.94117647058823,-83.89830508474576,-1.695195,-0.9879187205337403
55.96638655462184,-83.89830508474576,-1.7084434,-1.017126540900153
58.991596638655466,-83.89830508474576,-1.720001,-1.0459596238532511
62.01680672268907,-83.89830508474576,-1.7321646,-1.0741981713393225
65.04201680672267,-83.89830508474576,-1.7455928,-1.1016379426681346
68.0672268907563,-83.89830508474576,-1.7528632,-1.1281045093694193
71.0924369747899,-83.89830508474576,-1.7545779,-1.1534672193076965
74.11764705882354,-83.89830508474576,-1.7525477,-1.1776500308622795
77.14285714285711,-83.89830508474576,-1.7508125,-1.2006364155668163
80.16806722689074,-83.89830508474576,-1.7489841,-1.2224664753436032
83.19327731092437,-83.89830508474576,-1.746407,-1.2432259088361088
86.21848739495795,-83.89830508474576,-1.7443273,-1.2630276075799691
89.24369747899158,-83.89830508474576,-1.7452421,-1.281986344427375
92.2689075630252,-83.89830508474576,-1.7468493,-1.3001838558984586
95.29411764705884,-83.89830508474576,-1.7486737,-1.3176126795157899
98.3193277310924,-83.89830508474576,-1.7529504,-1.3340634884938631
101.34453781512605,-83.89830508474576,-1.7560477,-1.3488599229391043
104.36974789915968,-83.89830508474576,-1.75987,-1.3602736889844953
107.39495798319324,-83.89830508474576,-1.7641816,-1.3651800308776263
110.42016806722688,-83.89830508474576,-1.7666693,-1.361932671336854
113.44537815126051,-83.89830508474576,-1.7689519,-1.3529444760076332
116.47058823529407,-83.89830508474576,-1.7700663,-1.3408464343834812
119.49579831932772,-83.89830508474576,-1.7707515,-1.3265726114703547
122.52100840336136,-83.89830508474576,-1.7712989,-1.3099825924625608
125.54621848739492,-83.89830508474576,-1.7712572,-1.2908209950691232
128.57142857142856,-83.89830508474576,-1.7700024,-1.2695543814868506
131.5966386554622,-83.89830508474576,-1.767807,-1.2472207763952508
134.62184873949582,-83.89830508474576,-1.7655017,-1.2247823024873792
137.6470588235294,-83.89830508474576,-1.7635837,-1.2028977488002819
140.67226890756302,-83.89830508474576,-1.762043,-1.1819829484355437
143.69747899159665,-83.89830508474576,-1.7608693,-1.1622872653537215
146.72268907563023,-83.89830508474576,-1.7600543,-1.1439203650483414
149.74789915966386,-83.89830508474576,-1.7593358,-1.1268356538247757
152.7731092436975,-83.89830508474576,-1.7587783,-1.110791858657948
155.79831932773106,-83.89830508474576,-1.758781,-1.0953405363624524
158.8235294117647,-83.89830508474576,-1.7592621,-1.079935301013891
161.84873949579833,-83.89830508474576,-1.7584798,-1.0642122847061748
164.8739495798319,-83.89830508474576,-1.7579174,-1.0482117722875142
167.89915966386553,-83.89830508474576,-1.75794,-1.032260775557703
170.92436974789916,-83.89830508474576,-1.7589672,-1.0167031929545443
173.94957983193274,-83.89830508474576,-1.7592323,-1.0017647520731179
176.97478991596637,-83.89830508474576,-1.7594371,-0.9875516394496466
180.0,-83.89830508474576,-1.7600117,-0.9740893001525205
-180.0,-80.84745762711864,-1.5920626,-0.8434350683708667
-176.9747899159664,-80.84745762711864,-1.5934,-0.8461563642701426
-173.94957983193277,-80.84745762711864,-1.5935925,-0.8486245692875247
-170.92436974789916,-80.84745762711864,-1.5932899,-0.8507390241122046
-167.89915966386553,-80.84745762711864,-1.593915,-0.8524325595765601
-164.87394957983193,-80.84745762711864,-1.5947515,-0.8536951676415475
-161.84873949579833,-80.84745762711864,-1.595922,-0.8545665225480639
-158.8235294117647,-80.84745762711864,-1.5976738,-0.8551035555980242
-155.7983193277311,-80.84745762711864,-1.5992739,-0.855348017157406
-152.7731092436975,-80.84745762711864,-1.6021559,-0.8553101325585931
-149.74789915966386,-80.84745762711864,-1.60607,-0.8549683687416625
-146.72268907563026,-80.84745762711864,-1.6103797,-0.8542786337565438
-143.69747899159665,-80.84745762711864,-1.6140921,-0.8531867478605224
-140.67226890756302,-80.84745762711864,-1.6140971,-0.8516402075610277
-137.64705882352942,-80.84745762711864,-1.6137486,-0.8495970995727403
-134.62184873949582,-80.84745762711864,-1.6132545,-0.8470312310168544
-131.5966386554622,-80.84745762711864,-1.6123297,-0.8439330688135969
-128.57142857142856,-80.84745762711864,-1.61061,-0.8403056812308277
-125.54621848739497,-80.84745762711864,-1.6090927,-0.8361508180404977
-122.52100840336136,-80.84745762711864,-1.6079113,-0.8313923782220405
-119.49579831932772,-80.84745762711864,-1.6068289,-0.8229787515893432
-116.47058823529412,-80.84745762711864,-1.6039221,-0.8033029219718646
-113.44537815126051,-80.84745762711864,-1.6004469,-0.7823507832120857
-110.4201680672269,-80.84745762711864,-1.5975548,-0.7608919292761138
-107.39495798319328,-80.84745762711864,-1.5971287,-0.7389790879131882
-104.36974789915966,-80.84745762711864,-1.5985885,-0.716637151815727
-101.34453781512605,-80.84745762711864,-1.5996463,-0.6939039206107673
-98.31932773109244,-80.84745762711864,-1.6006579,-0.6708425686884589
-95.29411764705884,-80.84745762711864,-1.6010883,-0.647547595891101
-92.2689075630252,-80.84745762711864,-1.6021345,-0.6241472964051102
-89.2436974789916,-80.84745762711864,-1.604799,-0.6008037882239765
-86.21848739495799,-80.84745762711864,-1.607419,-0.5777111996725544
-83.19327731092437,-80.84745762711864,-1.605937,-0.5550923865408699
-80.16806722689076,-80.84745762711864,-1.6019561,-0.5331944477124517
-77.14285714285714,-80.84745762711864,-1.5989399,-0.5122832979207748
-74.11764705882354,-80.84745762711864,-1.5944029,-0.4926375318906966
-71.09243697478992,-80.84745762711864,-1.5887604,-0.4745415271419187
-68.0672268907563,-80.84745762711864,-1.5814066,-0.45827684329936824
-65.0420168067227,-80.84745762711864,-1.5754241,-0.44410936000255113
-62.01680672268908,-80.84745762711864,-1.5709033,-0.4322681682592152
-58.991596638655466,-80.84745762711864,-1.5661315,-0.4229138591044231
-55.96638655462185,-80.84745762711864,-1.5606432,-0.41610165235604446
-52.94117647058823,-80.84745762711864,-1.5564518,-0.41175517413601226
-49.91596638655463,-80.84745762711864,-1.5499518,-0.40966667293948955
-46.89075630252103,-80.84745762711864,-1.538146,-0.4095240399496354
-43.8655462184874,-80.84745762711864,-1.5303632,-0.41095120900487453
-40.84033613445379,-80.84745762711864,-1.5202572,-0.41355198487520267
-37.81512605042016,-80.84745762711864,-1.5112618,-0.4169591118947757
-34.78991596638656,-80.84745762711864,-1.5065157,-0.42089172344001535
-31.76470588235296,-80.84745762711864,-1.50787,-0.42521005466834483
-28.739495798319325,-80.84745762711864,-1.5110847,-0.42994371973506107
-25.71428571428572,-80.84745762711864,-1.5159813,-0.4352824009116338
-22.68907563025209,-80.84745762711864,-1.5186836,-0.4415473887557619
-19.66386554621849,-80.84745762711864,-1.521628,-0.44917104167301003
-16.638655462184886,-80.84745762711864,-1.5240891,-0.45867417608750266
-13.613445378151257,-80.84745762711864,-1.5268142,-0.4705599613173941
-10.588235294117652,-80.84745762711864,-1.5303774,-0.485069244102993
-7.563025210084049,-80.84745762711864,-1.5356327,-0.5019819308243584
-4.537815126050418,-80.84745762711864,-1.541974,-0.5205545679634225
-1.5126050420168156,-80.84745762711864,-1.5428314,-0.5392878399802157
